ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
2500,50000,1,2,3,30,-1,-1,-1,3,-1,0,31876,67419,41026,8880,17598,52545,16927,31877,4356,22481,29492,32319,0
2501,100000,1,1,1,60,-1,3,-1,-1,0,0,47234,71709,18288,39011,33245,53890,720,34749,21371,18943,30209,44701,0
2502,150000,1,3,3,38,-1,1,0,0,-1,-1,26023,14504,76879,78275,45560,12983,1371,4457,34034,33812,44267,2032,0
2503,10000,1,3,3,45,-1,-1,-1,-1,-1,0,52786,74251,6635,37885,58816,45675,48672,5712,34282,47400,12655,22297,0
2504,100000,1,1,3,62,1,0,0,-1,-1,0,42358,437,78857,8725,57040,60007,5669,527,16034,43992,23869,3274,0
2505,100000,2,1,3,61,-1,1,-1,0,-1,-1,12048,17965,2432,51464,37012,71743,39174,5982,12035,7349,14089,11787,0
2506,150000,1,1,2,56,2,3,-1,-1,0,-1,33034,60612,20398,5138,30968,4163,16739,44916,35907,12426,28619,17920,0
2507,10000,2,4,2,22,1,-1,0,-1,0,2,15330,32260,14598,36354,4699,37394,24424,38612,18265,15519,45281,25719,0
2508,100000,2,3,2,39,1,-1,-1,0,-1,0,3646,14440,66493,61450,28914,77838,46039,24427,28752,25680,40093,47816,0
2509,50000,1,3,3,30,-1,0,1,-1,1,1,65320,79505,67251,47083,59282,58968,39728,24533,42071,13255,44218,19927,0
2510,50000,2,3,2,69,1,3,2,0,-1,2,30337,24728,58993,9986,35082,36605,6932,7884,22082,1796,47340,22442,0
2511,50000,1,2,3,23,-1,3,0,-1,-1,-1,60442,55993,61571,29921,21913,7403,42420,43354,20464,14600,35372,17131,1
2512,10000,1,1,2,73,-1,-1,0,1,-1,-1,48411,695,77624,13021,37159,20047,47693,27014,20619,30102,27435,25851,0
2513,100000,1,1,3,39,-1,-1,-1,0,0,0,42845,18647,38232,44361,76901,70941,33102,16822,39338,21007,40336,19836,0
2514,200000,2,1,2,71,2,2,1,1,3,-1,54332,17750,18948,22452,12302,22434,17887,6163,30607,23372,47817,42817,0
2515,10000,1,4,2,46,-1,1,0,-1,0,1,63101,1088,73414,11141,24912,17966,37645,18011,17427,14794,30760,34688,1
2516,50000,1,3,2,74,2,3,-1,-1,0,-1,7588,37069,56302,67201,69074,47190,991,23155,28990,4466,37099,43548,0
2517,150000,1,1,3,71,-1,2,-1,3,-1,-1,66594,45138,5194,43677,36521,76109,41778,15976,22223,37937,1487,40296,0
2518,100000,2,4,3,71,2,-1,-1,0,1,-1,8466,29381,24822,40117,45023,21169,21185,10825,6497,42875,27528,23773,0
2519,100000,1,1,2,67,2,1,-1,-1,-1,3,56898,67873,79,24079,8055,19292,33559,7952,15166,2151,32260,20662,0
2520,80000,2,2,3,45,2,-1,0,2,1,0,1620,50070,8552,66215,74280,65303,26290,40566,20228,25139,2771,2735,1
2521,80000,2,3,1,70,0,1,2,-1,2,1,50125,10381,27562,9983,2854,38719,36888,25462,14993,14454,11849,7276,0
2522,20000,1,4,2,37,2,0,1,0,1,-1,66338,74533,30676,78219,67045,35608,38145,23957,2197,35838,738,40898,0
2523,200000,2,1,2,30,3,3,0,-1,0,-1,64359,73173,70153,24815,69493,15857,45933,42597,27162,39820,44568,3406,0
2524,200000,2,3,1,66,-1,3,0,-1,0,1,64177,34860,66426,44476,46822,12739,39713,22910,18798,5429,47458,43142,0
2525,30000,1,4,3,71,0,-1,-1,-1,0,0,47271,14908,4433,23811,49570,38045,26872,1781,10616,5099,31099,49761,1
2526,200000,1,3,3,70,1,-1,0,-1,-1,-1,23398,71560,27903,57468,17868,14011,12284,36793,48096,24941,2155,26901,0
2527,80000,1,3,3,31,-1,0,-1,0,1,0,36721,63467,55449,78940,6298,27339,39027,506,35239,2310,3508,27597,0
2528,10000,2,2,2,31,1,2,-1,1,0,0,68152,64715,17004,54684,8832,17435,46202,36157,32755,11558,49822,6025,1
2529,200000,1,3,2,32,-1,1,0,3,0,-1,51497,42072,50752,37340,19126,48435,27959,25985,27963,44707,16679,30541,0
2530,80000,2,4,2,60,0,3,-1,0,-1,0,58837,68225,41454,39333,32551,76313,36268,9750,17618,13006,22710,1362,1
2531,20000,2,3,2,68,-1,0,-1,-1,-1,-1,76904,16904,77326,70472,21750,18261,49530,45535,25149,38298,4045,13925,0
2532,100000,2,4,2,28,-1,-1,-1,1,1,1,40226,39340,40792,16588,20843,23858,48712,33420,18509,14740,25007,23708,0
2533,200000,2,3,3,44,-1,-1,-1,0,-1,0,39624,66082,57362,48511,197,72947,33969,48833,37533,45630,48604,8277,0
2534,20000,2,1,1,34,1,-1,0,-1,2,2,37711,40927,55792,15994,45066,9275,46425,18154,36099,7484,39798,356,0
2535,100000,1,2,3,43,-1,0,-1,-1,3,0,56914,26173,36192,7306,22497,59560,31941,33274,24427,10733,12905,25039,0
2536,150000,1,1,3,70,1,2,-1,1,1,0,41403,42936,9998,52229,63142,35089,29451,39279,37436,7797,43074,24493,0
2537,150000,2,2,2,73,1,-1,-1,0,-1,1,78487,14637,7800,41299,14853,61725,10504,1344,37737,9201,12036,20514,0
2538,100000,2,4,1,74,0,2,-1,3,2,0,14709,17348,53069,68580,14563,18623,8073,5333,19655,8107,16292,41928,0
2539,200000,1,2,1,56,-1,-1,2,1,0,0,12032,19536,54332,45613,2671,58612,23572,44133,25815,47346,42668,27239,0
2540,30000,1,3,3,37,-1,-1,-1,0,-1,0,25777,59466,20517,75194,1855,77494,39038,41658,37710,8391,36615,17241,0
2541,80000,2,3,1,65,0,0,-1,1,-1,0,30558,24881,73058,9791,78510,27681,20925,22533,35927,16745,6710,10955,1
2542,10000,2,1,3,25,-1,0,0,0,-1,1,63101,32014,76063,68332,51342,46803,22513,45637,47775,36473,13614,9770,0
2543,10000,1,2,3,23,0,2,-1,-1,-1,0,28135,25379,2765,77613,26871,70848,26575,48292,15728,34649,40201,16576,0
2544,50000,1,4,3,29,3,0,0,0,-1,2,14390,41382,8012,16769,52664,37087,37412,16062,18277,26566,31837,18917,1
2545,100000,2,4,3,40,-1,-1,-1,2,3,1,48311,74192,51412,55623,51251,3796,39666,41812,10219,45481,13603,10021,0
2546,10000,1,3,2,70,0,1,3,2,1,0,6247,16315,56011,20424,55223,66905,13584,34169,8116,41929,7786,28962,0
2547,200000,1,4,1,40,3,3,3,0,1,2,69974,54426,37591,16781,35872,27515,32162,2375,22624,2482,12154,1349,0
2548,30000,2,3,2,71,2,0,0,-1,-1,0,37141,3125,31744,19626,28489,41947,9101,3072,38582,10468,36229,15433,0
2549,100000,2,3,2,39,2,-1,1,-1,-1,1,10602,2049,55722,19171,41842,45304,41675,21872,1479,48004,44545,7160,0
2550,30000,2,3,2,41,1,-1,0,-1,0,-1,16832,18691,78221,44291,24216,3355,21216,21838,12409,38705,5232,36607,0
2551,200000,1,1,3,36,-1,-1,3,3,1,-1,50969,48854,43137,36883,51907,44797,21846,38020,23608,13777,40012,34824,1
2552,10000,2,1,3,53,2,-1,0,1,3,0,62396,65070,59402,27961,14476,44511,22531,15634,44987,30568,35810,27170,0
2553,10000,1,3,2,25,2,2,-1,1,1,-1,61648,71855,40979,74778,6434,58635,7344,12735,47317,45554,21325,11863,0
2554,50000,2,3,2,44,0,-1,-1,1,2,0,21428,3563,7482,67850,34182,43559,23203,3821,37869,14047,27738,8621,0
2555,10000,2,3,1,35,-1,0,-1,0,-1,-1,16239,21621,76020,58414,40758,31108,10357,34040,19124,4599,27757,44488,0
2556,100000,1,4,2,46,0,0,0,0,-1,3,56798,77558,38611,18331,64392,24614,28894,18203,47687,3980,13670,37170,0
2557,200000,1,3,3,64,-1,2,-1,0,-1,0,7807,12620,31561,55342,71141,73023,28521,1060,15918,37184,7208,35023,1
2558,150000,2,3,2,45,-1,-1,0,0,-1,-1,62347,1861,6932,65945,52496,20314,26991,30362,10283,18777,29372,48752,0
2559,200000,2,2,1,48,0,0,-1,2,1,0,46079,39844,28866,77911,16178,53845,6972,37491,13273,18892,26546,15561,1
2560,100000,1,2,1,53,0,-1,2,-1,2,1,73038,50639,19587,71567,56552,37533,15990,30723,48719,38563,16063,3499,0
2561,100000,2,2,2,66,0,-1,0,1,-1,2,21250,6495,43236,78237,74708,27870,18062,7195,21184,37545,47190,28511,0
2562,50000,1,2,1,38,-1,-1,0,1,2,0,65348,14635,252,55965,77791,6533,27274,4044,38715,36900,45186,6898,0
2563,50000,1,3,1,38,1,0,0,1,-1,-1,13953,26830,34115,78000,29711,42754,40353,5781,18244,42980,11850,21598,0
2564,10000,2,2,3,58,-1,-1,2,-1,0,2,18137,48243,33739,3604,3107,13964,18434,37233,12032,31291,6506,27512,0
2565,20000,1,4,1,53,-1,0,-1,-1,0,3,34949,69546,14414,49758,13575,62706,17116,6417,30426,49444,49810,21666,1
2566,200000,1,4,1,47,0,-1,-1,-1,-1,-1,21828,21897,10713,60136,6356,54264,37908,31959,33673,20630,1171,8075,0
2567,200000,1,2,2,69,-1,3,1,1,1,-1,16731,65879,27297,39410,69820,42705,45010,17676,33600,16458,34962,27539,0
2568,20000,2,1,3,70,-1,0,1,2,-1,0,76964,68879,17708,71907,68678,5666,28001,2495,5333,27090,43263,14328,0
2569,50000,1,4,1,35,-1,2,0,-1,0,0,24782,22306,1329,55444,10644,36884,30370,29546,30497,31939,4962,34966,0
2570,10000,2,4,2,64,1,-1,-1,-1,1,0,49147,76023,11553,20136,32388,70704,11985,18690,19728,12860,12475,12477,1
2571,20000,2,2,2,33,0,1,-1,2,-1,-1,51176,1063,77877,18941,34984,43487,29165,19658,8074,27245,28262,1953,0
2572,10000,2,2,2,72,-1,0,-1,-1,2,-1,27279,52688,66741,56499,71579,24759,34379,24526,32375,403,30491,20614,0
2573,10000,1,3,2,54,-1,-1,2,3,2,0,606,67822,57074,39147,47162,68972,38926,21651,41622,49268,17014,19926,0
2574,10000,1,4,2,24,0,1,-1,0,-1,-1,5235,70492,3485,64038,59139,77633,9705,28776,22072,33162,16158,31868,0
2575,80000,2,2,2,55,2,1,0,2,0,-1,284,5665,54147,78020,48979,33877,19455,11378,25410,22544,29542,18367,0
2576,100000,2,2,1,39,0,3,1,0,0,0,74806,2685,33844,37761,66084,41117,8852,11364,26448,8978,29483,12066,0
2577,10000,1,3,3,51,1,1,-1,-1,0,-1,17877,50142,68759,3177,54627,29168,46209,25096,31992,46258,42430,43575,0
2578,80000,2,4,3,45,0,-1,-1,-1,0,0,19766,37002,24301,63657,52903,2153,4882,10529,30948,103,21729,30126,0
2579,50000,2,2,2,60,1,-1,-1,2,-1,1,4518,534,38716,59285,53733,67711,19727,29762,43244,16652,36208,12041,0
2580,20000,1,3,2,32,2,0,0,-1,2,-1,38584,3772,71769,67051,75656,350,34801,7303,20714,30393,14188,23044,1
2581,100000,2,2,3,32,1,-1,-1,0,-1,0,5138,50165,34805,56027,6439,28388,46590,18764,39673,22208,15500,22957,0
2582,150000,1,1,1,62,2,1,-1,0,-1,0,41605,65971,64902,65350,32994,58806,31918,42917,25140,19959,47093,12717,1
2583,20000,1,1,2,45,0,0,-1,2,0,-1,52913,12774,1522,54418,75167,38460,12642,7280,38670,15590,4678,25946,0
2584,100000,2,2,3,53,2,2,-1,-1,0,1,67106,47071,25644,29863,45344,55113,9890,34765,38325,26148,16179,48161,0
2585,150000,1,4,3,57,0,0,-1,0,3,-1,20085,63718,52685,60224,71642,64786,28972,5859,15806,35787,32530,15218,0
2586,20000,1,1,2,48,2,0,-1,-1,1,-1,33279,33808,17393,11637,62523,44717,3589,34978,31350,23152,33935,21736,0
2587,100000,1,3,3,72,-1,-1,-1,0,-1,-1,2814,11553,78834,14470,79079,5089,22502,43297,26592,44141,11147,38938,0
2588,20000,2,2,1,63,0,-1,1,0,3,0,55536,55389,74785,39286,18784,34450,16909,24525,3207,30709,21,42468,0
2589,20000,2,3,3,29,1,1,-1,-1,-1,0,6199,78298,65161,42890,25571,61377,21576,7240,12078,38483,44743,47453,1
2590,150000,2,1,2,34,-1,3,0,1,1,-1,70947,30176,18570,62248,38965,26210,2781,2835,23502,22501,39082,38455,0
2591,20000,1,4,2,23,0,0,0,-1,-1,2,72692,17039,12204,63797,15626,11036,47666,16320,1078,5428,20454,43838,0
2592,20000,1,3,3,25,1,1,2,0,-1,-1,50702,46979,20528,6437,56545,73028,20197,43411,47841,27153,25869,49232,1
2593,150000,2,1,3,46,-1,0,-1,0,1,-1,6948,58419,6567,39591,34705,78675,37398,35996,42176,35112,19996,3691,0
2594,50000,2,1,2,73,0,3,-1,0,-1,-1,57351,63610,35762,71970,52692,4583,35715,39664,28021,47996,4528,11355,1
2595,10000,1,1,1,61,0,-1,2,-1,-1,-1,54796,75183,14454,59223,46738,67840,35234,25336,7309,15931,14170,28023,0
2596,200000,2,3,3,38,0,0,1,1,1,3,4047,13407,59623,8375,23670,12157,45417,12141,9214,3004,44781,42366,0
2597,30000,2,1,1,58,-1,0,-1,-1,-1,0,51890,48225,31387,16037,38482,15814,29473,44286,22306,30364,1944,5155,0
2598,80000,2,2,1,41,-1,0,-1,1,-1,1,2711,20402,69565,32294,49715,39391,35586,12638,40407,7947,8157,6315,1
2599,30000,2,1,2,59,-1,-1,2,-1,0,0,72153,52652,7822,76444,45350,35303,35558,30478,2223,32638,335,48273,0
2600,30000,2,2,2,36,-1,0,-1,0,1,0,37458,62415,4968,59126,73275,48383,21527,45296,25912,15588,5449,29674,1
2601,100000,1,4,2,60,-1,0,2,2,-1,3,78914,17390,27440,9698,3198,18997,7252,22861,3366,17460,38600,158,1
2602,10000,2,2,1,43,1,-1,3,-1,0,-1,35335,23991,62592,47449,11617,58354,12184,8974,17711,33177,12084,46486,0
2603,100000,2,4,2,49,0,1,-1,-1,-1,-1,33325,10182,14989,37889,68519,67256,42069,47095,28196,46972,22765,26777,0
2604,10000,1,4,2,30,1,1,1,-1,-1,-1,79335,13543,9326,45637,65725,40585,23515,2887,40559,40229,3766,29600,1
2605,150000,1,2,1,25,-1,2,0,2,-1,-1,66268,28188,45077,70201,5415,22195,47366,11783,6989,13131,32159,5511,0
2606,150000,1,4,1,31,0,0,1,-1,0,0,64862,69994,29012,41329,69702,8478,21747,41565,6056,42658,5644,10475,0
2607,200000,1,2,1,49,-1,-1,0,3,-1,-1,78930,51156,45864,2849,14971,66630,10082,21832,38547,35068,39210,40545,0
2608,10000,2,3,1,73,1,0,-1,-1,0,2,8366,54843,48036,22471,23380,65733,46865,48056,19647,6418,38353,48914,0
2609,20000,2,4,3,65,1,-1,1,0,0,-1,41107,74966,62289,34908,70545,55856,10105,32482,43834,13625,30991,43632,0
2610,50000,2,2,2,47,2,0,-1,0,1,-1,29740,35806,67432,12714,68139,21926,31933,47296,16443,17456,5623,27468,0
2611,200000,2,4,3,72,-1,-1,2,-1,1,2,17365,75132,71139,77619,24649,51127,4824,1949,30667,49583,23010,4808,0
2612,200000,1,1,1,54,1,-1,0,0,-1,0,8876,63063,61013,5370,28522,17705,30621,30308,2939,43336,49102,20490,0
2613,20000,1,2,1,34,0,-1,-1,0,0,1,72714,58812,42808,44662,11608,26126,25864,21566,41775,5040,12607,7816,0
2614,50000,2,1,1,61,1,-1,-1,1,0,-1,30344,38860,15246,27905,21982,65139,2353,1343,8309,37684,27512,10732,1
2615,100000,2,4,1,62,0,3,2,0,2,-1,58315,39466,10329,57431,71264,78466,39301,9555,40481,5143,14369,49378,0
2616,50000,2,4,1,30,0,3,-1,1,-1,2,6107,52390,54709,62034,71627,64794,28563,37848,20159,10174,14673,10227,0
2617,100000,2,3,2,62,-1,0,2,1,0,1,6372,61044,51368,75408,18845,43688,46865,26882,41121,34797,31146,30423,0
2618,150000,1,2,3,71,0,-1,-1,-1,1,-1,27767,61696,17108,47480,11489,28950,26233,47649,15485,23851,25519,45204,0
2619,30000,2,1,3,31,-1,2,0,0,-1,-1,50461,13064,79051,33882,26209,15087,2844,35801,18614,47611,5347,43927,0
2620,150000,1,3,2,31,-1,2,2,-1,-1,-1,26834,78055,23586,62031,63556,25394,36608,40962,14934,7281,7841,49792,0
2621,150000,1,4,2,55,-1,2,-1,-1,0,2,9382,34004,11702,25873,49367,74787,39338,19663,47189,21977,21274,13911,0
2622,30000,1,4,2,39,3,0,-1,1,3,0,39,18076,44257,36946,38852,2082,872,33672,594,49631,41789,26646,0
2623,50000,1,3,3,44,-1,-1,2,0,0,0,22842,24617,16681,49704,11654,69293,43033,2726,15764,6802,4481,29543,0
2624,200000,2,1,3,74,2,-1,0,0,0,1,43247,55082,15461,59391,79648,55801,19592,36,35632,40574,11371,15853,0
2625,50000,2,4,1,21,3,2,1,1,-1,2,24884,43101,28025,78049,39739,67291,13187,42061,7466,21571,13534,14264,0
2626,100000,2,4,3,32,2,2,1,-1,0,1,14614,35572,40946,66596,20844,77463,47776,4674,33716,40111,6427,33028,1
2627,20000,2,2,3,67,2,0,0,0,-1,0,37617,1175,47074,24606,69772,4751,40769,7933,9366,47309,10670,3307,0
2628,100000,1,3,2,34,2,-1,1,0,-1,-1,68354,3074,11764,69267,13777,35104,43635,12639,8765,16269,32206,9514,0
2629,20000,1,4,3,23,-1,0,0,-1,0,1,43149,23815,58105,19379,45994,65683,39740,22168,5231,3238,20311,10939,0
2630,150000,1,1,1,72,-1,1,0,1,-1,-1,14878,74796,25470,10153,67738,67384,18603,4415,32445,2923,46674,25149,0
2631,30000,2,2,3,65,0,1,-1,-1,-1,1,55030,49817,4253,68657,5681,1093,41865,24580,33298,10212,36792,22236,0
2632,150000,1,3,2,70,0,0,2,0,1,-1,61312,48102,3692,54106,24727,52724,18870,49570,5206,28288,21372,36410,0
2633,10000,1,1,2,52,-1,-1,1,3,1,-1,44490,11186,69459,5068,5000,54466,25191,38225,26867,9698,7460,40947,0
2634,50000,1,4,1,36,0,-1,-1,0,0,-1,6838,67294,76873,60725,31308,46425,11054,45396,12747,45269,46552,22024,0
2635,20000,1,3,1,58,0,1,0,-1,1,-1,51435,15926,14616,76291,49863,69855,47172,18004,21489,528,10017,47644,0
2636,100000,2,3,3,30,2,1,-1,-1,-1,-1,63956,2426,58637,11983,37803,23445,16659,33259,14004,35067,28817,30851,0
2637,30000,1,1,1,37,0,-1,0,-1,-1,-1,18037,64360,34112,68025,37856,22711,15104,28041,47461,799,33236,5294,0
2638,20000,1,3,1,69,0,-1,3,1,0,-1,19577,25935,66060,12613,51275,51186,864,19508,42663,4156,36568,16173,1
2639,100000,2,1,2,60,0,0,-1,-1,-1,-1,19182,30218,51544,66159,1841,9703,36367,5814,46367,865,12410,40780,1
2640,50000,2,4,2,24,0,-1,3,-1,2,2,24097,22094,23051,59463,79167,63319,27522,36760,11722,40933,16052,16302,0
2641,150000,2,2,3,35,3,0,-1,1,0,-1,68807,35096,68168,69148,12398,24663,5837,20025,44398,20414,40141,24973,0
2642,50000,1,1,3,53,-1,0,0,-1,-1,-1,43664,17357,77619,29374,63107,30873,16258,15929,21419,28836,45375,19536,0
2643,80000,1,2,3,59,0,1,0,0,0,0,48107,66248,1058,60485,26120,39438,15535,17269,21211,5869,17323,18942,0
2644,10000,1,3,3,30,0,1,-1,0,-1,2,53627,26505,79899,18468,44616,35859,6995,1170,20993,10286,16303,33974,0
2645,80000,1,1,2,27,0,-1,0,-1,-1,-1,59101,11948,5764,38133,46444,52228,7571,47426,18844,31582,2411,4573,0
2646,30000,2,4,3,53,-1,0,1,0,0,-1,21761,43653,54569,74882,51762,392,19210,29522,49247,2557,42234,47354,1
2647,20000,1,1,3,37,-1,-1,-1,-1,0,1,21135,18587,41683,60330,47410,17255,38906,10782,39110,34153,14811,10547,0
2648,30000,1,1,1,32,-1,1,-1,2,0,-1,74564,79596,53011,29770,62327,27877,40320,42357,6940,22965,10875,38122,0
2649,150000,2,1,3,37,-1,1,0,-1,0,2,46277,61004,46357,76348,65596,64110,4394,36580,17462,20864,353,40405,0
2650,100000,2,2,1,67,2,-1,1,-1,1,0,12369,75583,32946,63415,25217,68282,35107,27911,9348,39719,152,6209,0
2651,50000,2,2,2,36,0,-1,3,0,-1,0,30796,39789,7510,44685,41657,54019,40911,27998,10076,23777,44680,18055,0
2652,80000,1,3,3,34,-1,-1,-1,-1,1,0,19362,41585,29304,37109,59876,2404,18502,13089,47332,46981,42219,43629,1
2653,200000,1,3,1,23,-1,0,2,1,-1,-1,74169,76701,69835,20499,41254,11909,23933,9791,36353,43812,13803,6587,0
2654,80000,1,3,3,71,-1,-1,0,-1,-1,-1,48458,5190,75616,1329,54758,65777,8493,16319,21749,34231,28809,30459,0
2655,150000,1,3,1,64,2,0,-1,-1,0,-1,12690,50037,41589,68880,374,72376,43137,9626,16870,4730,25786,39301,0
2656,80000,1,1,3,71,0,0,3,-1,3,0,4802,48694,63910,67970,25730,49885,21062,36188,21500,35684,1843,29167,0
2657,150000,2,2,2,70,3,0,-1,-1,-1,2,4969,58803,24952,7776,60585,16954,7975,22567,31355,39818,10910,11286,0
2658,200000,2,2,2,50,-1,2,1,-1,0,-1,61859,71195,52379,5814,20182,60359,35621,49930,7209,8631,16323,16578,0
2659,30000,1,2,1,66,1,-1,1,0,0,-1,19648,30975,68014,1186,38623,63895,34356,49855,47486,35002,14436,30083,0
2660,50000,1,2,1,72,-1,2,0,2,0,0,61542,63200,18287,39837,33819,79450,15355,31563,43156,23510,1690,37806,0
2661,20000,1,3,2,61,-1,-1,0,-1,-1,-1,48617,24572,48379,47755,17134,45345,21764,16351,9191,20444,4879,33664,0
2662,100000,1,1,3,55,-1,-1,0,-1,0,-1,12020,58828,72775,50849,49787,1178,10602,30457,21259,19547,9873,23735,0
2663,20000,1,2,1,46,0,0,-1,1,-1,2,45578,16865,6389,73094,40339,25652,21119,2099,33561,8965,1738,37786,0
2664,30000,2,4,2,32,-1,0,1,-1,-1,2,76891,10615,6577,77232,32870,68054,32853,10660,42899,13101,13486,36728,1
2665,100000,2,1,1,51,0,-1,2,-1,0,2,5190,13148,15152,30579,43203,39165,36804,18008,49796,7087,46577,38726,0
2666,80000,2,4,2,72,1,0,0,0,1,-1,48389,4062,57423,78057,25551,56799,2878,30572,47299,28945,48939,5442,1
2667,200000,1,1,2,37,-1,-1,3,0,2,-1,31712,7582,38471,31530,4642,19071,13669,25502,32808,30928,7575,4032,0
2668,200000,1,1,1,57,-1,2,0,-1,-1,0,38844,31639,22745,29214,79437,20612,37343,40356,7625,15282,4907,31211,0
2669,10000,2,1,1,28,1,0,0,0,-1,-1,2875,10205,11592,33970,48035,77816,3644,10362,42763,19228,45637,32211,1
2670,30000,2,4,2,39,0,0,0,0,-1,-1,15518,79635,40572,19265,11173,63024,37354,2998,22591,36929,24151,24047,1
2671,30000,1,2,3,46,1,2,-1,0,-1,0,59610,20993,73767,64906,75718,9066,2300,12763,15922,38771,15032,20906,0
2672,50000,2,2,2,24,-1,1,2,0,0,1,55318,46539,48185,61106,43503,30885,35853,1078,5472,36752,39566,48205,0
2673,20000,2,4,3,35,-1,0,1,0,0,0,24448,9785,20167,13063,58062,35095,12442,22150,28077,49640,18716,10148,1
2674,30000,1,2,3,71,-1,0,2,-1,-1,-1,76456,62773,11521,638,12312,8605,12680,4750,39108,39966,44544,30581,0
2675,30000,2,3,3,67,2,0,0,-1,1,0,61785,4350,28849,12292,29318,69706,15642,38174,21732,31049,11730,43549,0
2676,80000,2,2,1,34,2,-1,2,-1,0,0,50211,2323,30452,30058,7734,5302,31337,6524,35997,41420,47792,7716,0
2677,80000,2,3,2,50,3,-1,0,2,0,-1,36024,20040,62549,65581,1855,69981,24109,21987,19994,39491,2096,12920,0
2678,100000,1,3,2,68,0,-1,0,0,1,0,39458,37466,894,46510,23152,2539,11070,37394,9712,16473,13819,12006,0
2679,150000,2,3,3,62,1,1,2,1,-1,0,32817,4804,8302,41864,74979,22689,30496,42977,3165,24579,33632,7320,1
2680,150000,2,4,3,44,0,-1,0,2,-1,-1,37742,2194,53213,48454,72398,71210,38844,40308,16874,21780,10867,41715,0
2681,10000,2,2,3,66,0,-1,0,1,0,0,72500,61028,60975,44198,12892,69182,6440,33354,33581,36467,14017,35488,0
2682,150000,1,2,2,72,1,-1,-1,0,1,-1,79795,33551,66138,5161,29451,63917,8293,31380,19660,4016,35326,21930,1
2683,50000,1,4,3,63,-1,0,2,0,0,2,57513,16372,43296,67668,40663,38957,20055,26411,21454,21094,30335,31849,1
2684,10000,2,4,2,54,-1,0,-1,-1,-1,0,48276,32661,16325,73405,1013,55366,49736,18930,40180,46763,10085,5580,1
2685,100000,1,2,2,39,-1,0,-1,3,3,0,51357,1172,79325,64015,54470,45423,48782,9594,24129,28605,20992,3837,1
2686,80000,2,4,1,23,1,-1,-1,0,1,-1,15934,15803,76697,51746,65692,5479,22258,25992,19305,24484,13470,7269,0
2687,150000,1,4,3,24,-1,2,0,-1,1,3,46121,8993,69652,45357,56699,4707,3859,18846,5962,40671,36414,37727,1
2688,20000,1,3,3,31,-1,0,-1,-1,0,3,14201,17604,17338,14400,21844,34374,33647,49168,15488,48255,44924,46481,1
2689,80000,2,4,3,33,3,0,1,1,0,-1,39517,65999,35974,48051,12081,30497,18897,12014,43157,29813,49487,19957,0
2690,200000,2,3,1,70,-1,2,-1,-1,3,2,37637,8671,27609,30164,49071,43440,28612,39613,37696,29216,2146,15890,1
2691,50000,2,1,3,38,-1,3,1,-1,0,0,51078,20045,56724,46980,35090,11252,19212,46185,10027,6764,10522,35545,1
2692,80000,1,3,2,39,0,0,-1,0,-1,1,4990,59540,62865,29201,500,70979,11021,21463,24760,44609,8183,28057,0
2693,50000,2,3,3,64,1,2,-1,1,3,-1,76267,16827,67281,62117,17144,40406,39000,46099,20405,26781,45515,43320,1
2694,50000,1,4,2,53,-1,0,1,0,0,-1,65994,45161,16896,49811,37405,14866,4347,18327,41453,43745,40801,49764,1
2695,50000,1,2,2,58,0,-1,-1,1,-1,0,13011,30153,4314,11983,63159,57383,49632,3943,29193,11919,24472,3342,1
2696,100000,2,1,2,23,-1,-1,-1,1,0,-1,37553,61711,50011,20041,68766,37629,2029,41552,3103,47855,23376,26683,0
2697,50000,1,1,2,69,0,0,3,2,-1,2,7389,72886,35685,64413,19337,72091,30640,43119,9145,32340,49138,45911,0
2698,50000,2,1,3,55,-1,0,-1,0,0,1,45135,8184,13185,31714,41078,60963,5664,27121,17996,41321,2741,22692,0
2699,200000,1,2,1,21,-1,0,-1,0,1,1,59732,11402,58645,50282,55865,76129,22148,17800,3589,13946,44019,34173,0
2700,20000,2,1,1,55,0,2,-1,-1,0,-1,4021,51197,17101,63172,647,79254,8035,9765,6280,5226,14408,16363,0
2701,10000,1,1,2,56,2,0,-1,-1,-1,0,72807,46196,27554,33814,5039,58771,43489,4285,10835,45250,15065,43274,0
2702,30000,1,2,3,58,1,-1,-1,0,2,-1,32384,78515,27304,65586,64051,10339,21104,15903,10248,42854,13862,5196,0
2703,200000,2,1,1,59,2,-1,1,-1,2,2,60569,49226,72130,5290,59457,77070,11391,18948,4126,3396,44373,448,0
2704,10000,1,4,3,45,0,3,-1,0,-1,0,38003,15421,45017,75378,57315,50942,40211,38334,28074,49161,21976,22352,0
2705,50000,2,4,1,60,-1,1,-1,-1,0,-1,24026,26593,62743,61066,49166,92,7952,45421,15994,31067,43491,24070,0
2706,20000,1,3,2,33,-1,0,2,-1,3,0,18000,68729,16228,34421,44056,21667,33010,34342,36390,12438,25039,12071,0
2707,80000,1,3,2,24,2,1,0,2,-1,-1,74175,4102,57509,22430,21305,32521,2107,26422,44764,30273,28240,23118,0
